company_number,company_name,company_type,company_subtype,company_status,date_of_creation,date_of_cessation,sic_codes,is_community_interest_company,has_insolvency_history,governed_by,business_activity,branch_parent_company_name,branch_parent_company_number,registered_office_address,address_premises,address_line_1,address_line_2,address_locality,address_region,address_postal_code,address_country,insolvency_case_count,most_recent_case_type,most_recent_case_number,case_date_1_type,case_date_1_value,case_date_2_type,case_date_2_value,case_date_3_type,case_date_3_value,case_date_4_type,case_date_4_value,case_date_5_type,case_date_5_value,practitioners_count,practitioner_1_name,practitioner_1_role,practitioner_1_appointed_on,practitioner_1_ceased_to_act_on,practitioner_1_address,practitioner_2_name,practitioner_2_role,practitioner_2_appointed_on,practitioner_2_ceased_to_act_on,practitioner_2_address,practitioner_3_name,practitioner_3_role,practitioner_3_appointed_on,practitioner_3_ceased_to_act_on,practitioner_3_address,case_notes,all_case_types,earliest_insolvency_date,latest_insolvency_date
11137124,MY SKIN DOCTOR LIMITED,ltd,,active,2018-01-08,,86900,False,False,,,,,"The Courtyard Shoreham Road, Upper Beeding, Steyning, West Sussex, BN44 3TN, England",,The Courtyard Shoreham Road,Upper Beeding,Steyning,West Sussex,BN44 3TN,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06927650,DORKING HEALTHCARE LIMITED,ltd,,active,2009-06-08,,86900,False,False,,,,,"Dhc Gp Federation Holmhurst Medical Centre, 12 Thornton Side, Redhill, Surrey, RH1 2NP, England",,Dhc Gp Federation Holmhurst Medical Centre,12 Thornton Side,Redhill,Surrey,RH1 2NP,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10496365,BIRMINGHAM SMARTCARE LIMITED,ltd,,active,2016-11-25,,86210,False,False,,,,,"Druids Heath Surgery 27 Pound Road, Druids Heath, Birmingham, B14 5SB, England",,Druids Heath Surgery 27 Pound Road,Druids Heath,Birmingham,,B14 5SB,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12542209,VIRA HEALTH LIMITED,ltd,,active,2020-04-01,,58190; 62012; 86220; 96040,False,False,,,,,"22 Highbury Grove Unit 401, London, N5 2EF, United Kingdom",,22 Highbury Grove Unit 401,,London,,N5 2EF,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13278638,SJL HEALTHCARE LIMITED,ltd,,active,2021-03-19,,86900,False,False,,,,,"204 Fulham Road, London, SW10 9PJ, England",,204 Fulham Road,,London,,SW10 9PJ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05867017,NIGHTINGALE DISABLED TRANSPORT LIMITED,ltd,,active,2006-07-05,,49390,False,False,,,,,"Treetops, Silver Birch Avenue, North Weald, Epping, Essex, CM16 6LB",,"Treetops, Silver Birch Avenue",North Weald,Epping,Essex,CM16 6LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10636369,ATRUMED LTD,ltd,,active,2017-02-23,,96090,False,False,,,,,"Six Ways Business Centre, 1 Guildford Street, Birmingham, B19 2HN, United Kingdom",,Six Ways Business Centre,1 Guildford Street,Birmingham,,B19 2HN,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13768397,PRIMARY HEALTHCARE DERBY LIMITED,ltd,,active,2021-11-26,,86210,False,False,,,,,"C/O Forvis Mazars Llp, 1 St. Peters Square, Manchester, M2 3DE, United Kingdom",,C/O Forvis Mazars Llp,1 St. Peters Square,Manchester,,M2 3DE,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13942318,EXPRESS MEDICINE LTD,ltd,,dissolved,2022-02-25,2025-07-01,86900,False,False,,,,,"20 Stafford Street, Eccleshall, Stafford, ST21 6BH, England",,20 Stafford Street,Eccleshall,Stafford,,ST21 6BH,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14389666,RETHINK MENOPAUSE LIMITED,ltd,,active,2022-09-30,,86220,False,False,,,,,"Lennox House, 3 Pierrepont Street, Bath, BA1 1LB, England",,Lennox House,3 Pierrepont Street,Bath,,BA1 1LB,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC337661,VIRGIN CARE LEA VALLEY LLP,llp,,dissolved,2008-05-29,2016-11-01,,False,False,,,,,"Lynton House, 7-12 Tavistock Square, London, WC1H 9LT",,Lynton House,7-12 Tavistock Square,London,,WC1H 9LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05063448,CEDERBERG ENTERPRISES LTD,ltd,,active,2004-03-04,,82990,False,False,,,,,"104 High Street, West Wickham, Kent, BR4 0NF",,104 High Street,,West Wickham,Kent,BR4 0NF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05833102,HERTS HEALTH LIMITED,ltd,,active,2006-05-31,,86210,False,False,,,,,"Ramsay Brown Llp The Brentano Suite, Solar House, 915 High Road, North Finchley, London, N12 8QJ, United Kingdom",,Ramsay Brown Llp The Brentano Suite,"Solar House, 915 High Road",North Finchley,London,N12 8QJ,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10878840,CANTERBURY INTEGRATED HEALTHCARE LIMITED,ltd,,active,2017-07-21,,86210,False,False,,,,,"C/O Bridge Health Centre Patrixbourne Road, Bridge, Canterbury, Kent, CT4 5BL, England",,C/O Bridge Health Centre Patrixbourne Road,Bridge,Canterbury,Kent,CT4 5BL,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC418907,ONE HEART CLINIC LIMITED LIABILITY PARTNERSHIP,llp,,active,2017-09-11,,,False,False,,,,,"1st Floor Gallery Court, 28 Arcadia Avenue, London, N3 2FG, United Kingdom",,1st Floor Gallery Court,28 Arcadia Avenue,London,,N3 2FG,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12511052,SOLICE.HEALTH LTD,ltd,,active,2020-03-11,,70229,False,False,,,,,"C/O Apex Accountancy,Office Suite 134,First Floor, 4 Longwalk Road, Stockley Park, Uxbridge, UB11 1FE, England",,"C/O Apex Accountancy,Office Suite 134,First Floor, 4 Longwalk Road",Stockley Park,Uxbridge,,UB11 1FE,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12573258,HEALTHCARE CENTRAL LONDON LTD,ltd,,active,2020-04-27,,86210; 86220; 86900; 96040,False,False,,,,,"Capital House, 25 Chapel Street, London, NW1 5DH, United Kingdom",,Capital House,25 Chapel Street,London,,NW1 5DH,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13795379,NISHANA LTD,ltd,,active,2021-12-11,,86220,False,False,,,,,"82a James Carter Road, Mildenhall, Bury St. Edmunds, IP28 7DE, England",,82a James Carter Road,Mildenhall,Bury St. Edmunds,,IP28 7DE,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08905299,MILMAN MEDICAL LIMITED,ltd,,active,2014-02-20,,86210,False,False,,,,,"Suite 115 Devonshire House, Manor Way, Borehamwood, Hertfordshire, WD6 1QQ, United Kingdom",,Suite 115 Devonshire House,Manor Way,Borehamwood,Hertfordshire,WD6 1QQ,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12074511,EVEXIA HEALTH LTD,ltd,,active,2019-06-28,,86900,False,False,,,,,"2a Malzeard Road, Malzeard Road, Luton, LU3 1BD, England",,2a Malzeard Road,Malzeard Road,Luton,,LU3 1BD,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC322654,VIRGIN CARE MACCLESFIELD LLP,llp,,dissolved,2006-09-26,2016-11-01,,False,False,,,,,"Lynton House, 7-12 Tavistock Square, London, WC1H 9LT",,Lynton House,7-12 Tavistock Square,London,,WC1H 9LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09604277,NIMBUSCARE LIMITED,ltd,,active,2015-05-22,,86210; 86900,False,False,,,,,"Nimbuscare Limited Gateway 1, Holgate Park Drive, York, YO26 4GG, England",,Nimbuscare Limited Gateway 1,Holgate Park Drive,York,,YO26 4GG,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12391342,WHITE NIGHT LONDON LTD,ltd,,active,2020-01-08,,86900,False,False,,,,,"St James' Hall, Mill Road, Lancing, West Sussex, BN15 0PT, England",,St James' Hall,Mill Road,Lancing,West Sussex,BN15 0PT,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12266427,RRRSS LTD,ltd,,active,2019-10-16,,86230; 86900,False,False,,,,,"Pinchbeck Dental And Healthcare, 5 Market Way, Pinchbeck, PE11 3PE, England",,Pinchbeck Dental And Healthcare,5 Market Way,Pinchbeck,,PE11 3PE,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14647973,THE HEALTHCARE CENTRE LTD,ltd,,active,2023-02-08,,86220,False,False,,,,,"The Factory, Peverell Avenue East, Poundbury, Dorchester, DT1 3WE, United Kingdom",,The Factory,Peverell Avenue East,"Poundbury, Dorchester",,DT1 3WE,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13209257,HIGHFIELDS MEDICAL LIMITED,ltd,,active,2021-02-18,,86900,False,False,,,,,"1 Hardman Street, Manchester, Greater Manchester, M3 3HF, England",,1 Hardman Street,,Manchester,Greater Manchester,M3 3HF,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08917983,STELLAR HEALTHCARE LIMITED,ltd,,active,2014-03-03,,86210,False,False,,,,,"1 The Atrium Phoenix Square, Wyncolls Road, Colchester, Essex, CO4 9AS, England",,1 The Atrium Phoenix Square,Wyncolls Road,Colchester,Essex,CO4 9AS,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14617631,FAREHAM & PORTCHESTER PCN LTD,ltd,,active,2023-01-26,,86210; 86220; 86900; 96040,False,False,,,,,"Hempsons Llp, Third Floor, 3 Dorset Rise, London, EC4Y 8EN, England",,"Hempsons Llp, Third Floor",3 Dorset Rise,London,,EC4Y 8EN,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11143282,AMBER VALLEY HEALTH LTD,ltd,,active,2018-01-10,,86210,False,False,,,,,"The Park Surgery, Ilkeston Road, Heanor, DE75 7DX, England",,The Park Surgery,Ilkeston Road,Heanor,,DE75 7DX,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13657134,COOL SMILES LTD,ltd,,active,2021-10-01,,86230,False,False,,,,,"Devonshire House Office 129 Wade Road, Basingstoke, RG24 8PE, England",,Devonshire House Office 129 Wade Road,,Basingstoke,,RG24 8PE,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09324488,COMMISCEO PRIMARY CARE SOLUTIONS LIMITED,ltd,,active,2014-11-24,,82990,False,False,,,,,"Suite Seven The Skyline Plaza, 45 Victoria Avenue, Southend-On-Sea, Essex, SS2 6BB, England",,Suite Seven The Skyline Plaza,45 Victoria Avenue,Southend-On-Sea,Essex,SS2 6BB,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14797169,ANP MEDICAL LTD,ltd,,active,2023-04-12,,86210,False,False,,,,,"7 Rose Dale, Orpington, BR6 8LD, England",,7 Rose Dale,,Orpington,,BR6 8LD,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09127575,CAMBRIDGESHIRE COMMUNITY CLINICIANS C.I.C.,private-limited-guarant-nsc,community-interest-company,dissolved,2014-07-11,2016-11-22,86220,True,False,,,,,"Platinum Building St Johns Innovation Park, Cowley Road, Cambridge, Cambridgeshire, CB4 0DS",,Platinum Building St Johns Innovation Park,Cowley Road,Cambridge,Cambridgeshire,CB4 0DS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14337133,MEDICAL WEIGHT CARE LTD,ltd,,active,2022-09-05,,86220,False,False,,,,,"Clockwood Lodge, Leven Road, Yarm, TS15 9JF, England",,Clockwood Lodge,Leven Road,Yarm,,TS15 9JF,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15307427,HAUS OF SKN LTD,ltd,,active,2023-11-24,,86210; 86220,False,False,,,,,"458 Bordesley Green, Birmingham, B9 5NS, England",,458 Bordesley Green,,Birmingham,,B9 5NS,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13505204,HEALTHIER WEST WIRRAL PCN LIMITED,ltd,,active,2021-07-12,,86210,False,False,,,,,"Heswall And Pensby Group Practice, 270 Telegraph Road, Heswall, Wirral, CH60 7SG, United Kingdom",,Heswall And Pensby Group Practice,270 Telegraph Road,Heswall,Wirral,CH60 7SG,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11826467,WELL UP NORTH LTD,ltd,,active,2019-02-14,,86210,False,False,,,,,"Suite 3 5 Kings Mount, Ramparts Business Park, Berwick-Upon-Tweed, Northumberland, TD15 1TQ, England",,Suite 3 5 Kings Mount,Ramparts Business Park,Berwick-Upon-Tweed,Northumberland,TD15 1TQ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14000114,TOOTH DOC LIMITED,ltd,,active,2022-03-24,,86230,False,False,,,,,"253 Kingston Road, New Malden, KT3 3FN, England",,253 Kingston Road,,New Malden,,KT3 3FN,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07701742,PRIMARY CARE CHESHIRE CIC,ltd,community-interest-company,active,2011-07-12,,86900,True,False,,,,,"Helsby Health Centre, Lower Robin Hood Lane, Helsby, Cheshire, WA6 0BW",,Helsby Health Centre,Lower Robin Hood Lane,Helsby,Cheshire,WA6 0BW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14884679,DLV MEDICAL LTD,ltd,,active,2023-05-22,,86210,False,False,,,,,"85 85 Great Portland Street, London, W1W 7LT, England",,85 85 Great Portland Street,,London,,W1W 7LT,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14306740,PRIIME SOLUTIONS LTD,ltd,,active,2022-08-19,,86210,False,False,,,,,"15 Wingrave Crescent, Brentwood, CM14 5PA, England",,15 Wingrave Crescent,,Brentwood,,CM14 5PA,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14629142,ST HELENS SOUTH PCN LIMITED,ltd,,active,2023-01-31,,86210; 86220; 86900; 96040,False,False,,,,,"529 Warrington Road, Rainhill Village Surgery, Rainhill, L35 4LP, United Kingdom",,529 Warrington Road,Rainhill Village Surgery,Rainhill,,L35 4LP,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC326363,POLAND MEDICAL LLP,llp,,active,2007-02-28,,,False,False,,,,,"377 High Road, Harrow, HA3 6EL, United Kingdom",,377 High Road,,Harrow,,HA3 6EL,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15277459,JNMED LTD,ltd,,active,2023-11-12,,86230,False,False,,,,,"86-90 Paul Street, London, England, EC2A 4NE, United Kingdom",,86-90 Paul Street,,London,England,EC2A 4NE,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14737937,OCIMUM HEALTHCARE LTD,ltd,,active,2023-03-17,,86210,False,False,,,,,"2a Malzeard Road, Luton, LU3 1BD, England",,2a Malzeard Road,,Luton,,LU3 1BD,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12895434,ADHD CLINICS LTD,ltd,,active,2020-09-22,,86900,False,False,,,,,"1 Carr House Road, Halifax, HX3 7QY, England",,1 Carr House Road,,Halifax,,HX3 7QY,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06707396,LAKESIDE + LIMITED,ltd,,dissolved,2008-09-25,2021-11-12,86210,False,True,,,,,"King Street House, 15 Upper King Street, Norwich, Norfolk, NR3 1RB, United Kingdom",,King Street House,15 Upper King Street,Norwich,Norfolk,NR3 1RB,United Kingdom,1,members-voluntary-liquidation,1,wound-up-on,2019-04-01,dissolved-on,2021-11-12,,,,,,,2,Lee Anthony Green,practitioner,2019-04-01,,"King Street House, 15 Upper King Street, Norwich, NR3 1RB",Andrew Anderson Kelsall,practitioner,2019-04-01,,"King Street House, 15 Upper King Street, Norwich, Norfolk, NR3 1RB",,,,,,,members-voluntary-liquidation,2019-04-01,2021-11-12
10947575,EAST STAFFORDSHIRE PRIMARY CARE PARTNERSHIP LIMITED,private-limited-guarant-nsc,,active,2017-09-05,,94120,False,False,,,,,"G4-G5 Bellringer Road, Trentham, Stoke-On-Trent, Staffordshire, ST4 8GB, England",,G4-G5 Bellringer Road,Trentham,Stoke-On-Trent,Staffordshire,ST4 8GB,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15333585,ANGLIM HEALTH LIMITED,ltd,,active,2023-12-07,,86210,False,False,,,,,"18 Langton Place, Bury St Edmunds, Suffolk, IP33 1NE, England",,18 Langton Place,,Bury St Edmunds,Suffolk,IP33 1NE,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14809421,BENSON PHILLIPS HEALTHCARE LIMITED,ltd,,active,2023-04-17,,86900,False,False,,,,,"Unit 3, Metro Centre Ronsons Way, Sandridge, St Albans, Hertfordshire, AL4 9QT, United Kingdom",,"Unit 3, Metro Centre Ronsons Way",Sandridge,St Albans,Hertfordshire,AL4 9QT,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10717560,LIVA HEALTHCARE UK LIMITED,ltd,,active,2017-04-08,,58290,False,False,,,,,"C/O Dsa Prospect Limited, First Floor, Des Roches Square, Witney, OX28 4BE, England",,"C/O Dsa Prospect Limited, First Floor",Des Roches Square,Witney,,OX28 4BE,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09870228,TONOTOPIC RECORD COMPANY LIMITED,ltd,,active,2015-11-12,,59200; 86900,False,False,,,,,"7 Newgate, Barnard Castle, DL12 8NQ, England",,7 Newgate,,Barnard Castle,,DL12 8NQ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15311327,INCLUSION HEALTH DEVON CIC,ltd,community-interest-company,active,2023-11-27,,86210; 86220,True,False,,,,,"Wat Tyler House, King William Street, Exeter, EX4 6PD, England",,Wat Tyler House,King William Street,Exeter,,EX4 6PD,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15568565,WLC OXTED LTD,ltd,,active,2024-03-16,,86210,False,False,,,,,"D S House, 306 High Street, Croydon, Surrey, CR0 1NG, United Kingdom",,D S House,306 High Street,Croydon,Surrey,CR0 1NG,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14651744,SOUTHEND EAST PCN LIMITED,ltd,,active,2023-02-09,,86210,False,False,,,,,"4 Chester Court, Chester Hall Lane, Basildon, Essex, SS14 3WR, United Kingdom",,4 Chester Court,Chester Hall Lane,Basildon,Essex,SS14 3WR,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15408478,COMPLETE CLINICAL CARE LTD,ltd,,active,2024-01-12,,86210; 86220,False,False,,,,,"C/O Rus & Co, 1192 Stratford Road, Hall Green, Birmingham, West Midlands, B28 8AB, United Kingdom",,"C/O Rus & Co, 1192 Stratford Road",Hall Green,Birmingham,West Midlands,B28 8AB,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12338515,BIOME MEDICAL LTD,ltd,,active,2019-11-28,,86900,False,False,,,,,"317 Horn Lane, London, W3 0BU, England",,317 Horn Lane,,London,,W3 0BU,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15350289,THE GP CLINIC LTD,ltd,,active,2023-12-14,,86210,False,False,,,,,"5 Appledore Terrace, Walsall, West Midlands, WS5 3DU, United Kingdom",,5 Appledore Terrace,,Walsall,West Midlands,WS5 3DU,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13567802,TSIM MEDICAL GROUP LTD,ltd,,active,2021-08-16,,86210,False,False,,,,,"438 Streatham High Road, London, SW16 3PX, England",,438 Streatham High Road,,London,,SW16 3PX,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09356355,DOCTOR PA LTD,ltd,,active,2014-12-16,,86210,False,False,,,,,"42 Kew Court Richmond Road, Kingston Upon Thames, Surrey, KT2 5BF",,42 Kew Court Richmond Road,,Kingston Upon Thames,Surrey,KT2 5BF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14158870,OPTIMIZED HEALTH LTD,ltd,,active,2022-06-08,,86210,False,False,,,,,"Aa Business Centre 326-340 Dunstable Road, Luton, Bedfordshire, LU4 8JS, England",,Aa Business Centre 326-340 Dunstable Road,,Luton,Bedfordshire,LU4 8JS,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15429131,RE MEDICAL SERVICES LTD,ltd,,active,2024-01-21,,86220,False,False,,,,,"40 Oakleigh Road, Cheadle Hulme, Cheadle, SK8 6SP, England",,40 Oakleigh Road,Cheadle Hulme,Cheadle,,SK8 6SP,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14167048,FUTURISTIC HEALTH LIMITED,ltd,,active,2022-06-13,,86101,False,False,,,,,"Suite G04 1 Quality Court, Chancery Lane, London, WC2A 1HR, England",,"Suite G04 1 Quality Court, Chancery Lane",,London,,WC2A 1HR,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12309531,KITOVA & JOHN LTD,ltd,,active,2019-11-12,,86210,False,False,,,,,"Lantern Clinic Building, 41 Newport Road, Cowes, Isle Of Wight, PO31 8BX, England",,Lantern Clinic Building,41 Newport Road,Cowes,Isle Of Wight,PO31 8BX,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07237152,WANDSWORTH GP FEDERATION COMMUNITY INTEREST COMPANY,ltd,community-interest-company,active,2010-04-28,,86210,True,False,,,,,"246 Roehampton Lane, London, SW15 4AA, England",,246 Roehampton Lane,,London,,SW15 4AA,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15043134,THE PHLEBOTOMIST LTD,ltd,,active,2023-08-01,,86210; 86220; 86900,False,False,,,,,"14 Falconscroft, Swindon, SN3 5AF, England",,14 Falconscroft,,Swindon,,SN3 5AF,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13744129,HOWELL MEDICAL GROUP LTD,ltd,,active,2021-11-15,,86210; 86220; 86900,False,False,,,,,"Suite 4102 Charlotte House Queens Dock Business Centre, Norfolk Street, Liverpool, Merseyside, L1 0BG, United Kingdom",,Suite 4102 Charlotte House Queens Dock Business Centre,Norfolk Street,Liverpool,Merseyside,L1 0BG,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15052583,WEST CHESHIRE NEWMEDICA LIMITED,ltd,,active,2023-08-07,,86101; 86220,False,False,,,,,"Forum 6, Parkway, Solent Business Park, Whiteley, Fareham, Hampshire, PO15 7PA, England",,"Forum 6, Parkway","Solent Business Park, Whiteley",Fareham,Hampshire,PO15 7PA,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14871516,R & B CLINICAL LIMITED,ltd,,active,2023-05-16,,86210,False,False,,,,,"107 Liverpool Road, Southport, Lancashire, PR8 4DB, United Kingdom",,107 Liverpool Road,,Southport,Lancashire,PR8 4DB,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15239860,NUMI SCAN CENTRAL NEWCASTLE LIMITED,ltd,,active,2023-10-26,,86900,False,False,,,,,"Unit 13, The Stottie Shed, Bakers Yard, Christon Road, Gosforth, Newcastle Upon Tyne, NE3 1XD, England",,"Unit 13, The Stottie Shed, Bakers Yard, Christon Road",Gosforth,Newcastle Upon Tyne,,NE3 1XD,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11880370,18 WEEK SUPPORT LIMITED,ltd,,active,2019-03-13,,86220,False,False,,,,,"Wework, 1st Floor, 2 Eastbourne Terrace, London, W2 6LG, England",,"Wework, 1st Floor",2 Eastbourne Terrace,London,,W2 6LG,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15586909,CONSULTANTS CHOICE CLINIC LTD,ltd,,active,2024-03-23,,82110; 86210; 86220,False,False,,,,,"Infinity House 2b, Surtees Business Park, Stockton-On-Tees, TS18 3HR, England",,Infinity House 2b,Surtees Business Park,Stockton-On-Tees,,TS18 3HR,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14932413,BILBA CLINIC LIMITED,ltd,,active,2023-06-13,,96090,False,False,,,,,"57 Great Titchfield Street, London, W1W 7PN, England",,57 Great Titchfield Street,,London,,W1W 7PN,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05628249,PFGPS LIMITED,ltd,,dissolved,2005-11-18,2023-05-02,86210,False,False,,,,,"89 Clapham High Street, London, SW4 7DB, England",,89 Clapham High Street,,London,,SW4 7DB,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14790962,HEARTSMART WELLNESS LTD,ltd,,active,2023-04-10,,86220,False,False,,,,,"84 Trafalgar Road, Portslade, Brighton, BN41 1GS, England",,84 Trafalgar Road,Portslade,Brighton,,BN41 1GS,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09213928,PRIMARY HEALTHCARE DARLINGTON LIMITED,ltd,,active,2014-09-11,,86210,False,False,,,,,"Ground Floor Forsyth House, 20 Woodlands Road, Darlington, County Durham, DL3 7PL, England",,Ground Floor Forsyth House,20 Woodlands Road,Darlington,County Durham,DL3 7PL,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08291762,BURY GP PRACTICES LIMITED,ltd,,active,2012-11-13,,86210,False,False,,,,,"Barcroft House, Barcroft Street, Bury, BL9 5BT, England",,Barcroft House,Barcroft Street,Bury,,BL9 5BT,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09513926,LIVERPOOL GENERAL  PRACTICE PROVIDER ORGANISATION LIMITED,ltd,,dissolved,2015-03-27,2020-10-27,86210,False,False,,,,,"Liverpool Innovation Park Babbage House, 2nd Floor, Edge Lane, Liverpool, L7 9NJ, England",,"Liverpool Innovation Park Babbage House, 2nd Floor",Edge Lane,Liverpool,,L7 9NJ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09723179,MEEDOC LIMITED,ltd,,dissolved,2015-08-08,2017-06-06,86210,False,False,,,,,"1 Fore Street, London, EC2Y 9DT, England",,1 Fore Street,,London,,EC2Y 9DT,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08738013,NEW FOREST HEALTHCARE LIMITED,ltd,,dissolved,2013-10-17,2020-02-13,86210,False,True,,,,,"90 Victoria Street, Bristol, Avon, BS1 6DP, United Kingdom",,90 Victoria Street,,Bristol,Avon,BS1 6DP,United Kingdom,1,creditors-voluntary-liquidation,1,wound-up-on,2017-03-15,dissolved-on,2020-02-13,,,,,,,2,Timothy Colin Hamilton Ball,practitioner,2017-03-15,,"90 Victoria Street, Bristol, Avon, BS1 6DP",Michael Ian Field,practitioner,2017-03-15,,"5th Floor Merck House Seldown Lane, Poole, Dorset, BH15 1TW",,,,,,,creditors-voluntary-liquidation,2017-03-15,2020-02-13
