company_number,company_name,company_type,company_subtype,company_status,date_of_creation,date_of_cessation,sic_codes,is_community_interest_company,has_insolvency_history,governed_by,business_activity,branch_parent_company_name,branch_parent_company_number,registered_office_address,address_premises,address_line_1,address_line_2,address_locality,address_region,address_postal_code,address_country,insolvency_case_count,most_recent_case_type,most_recent_case_number,case_date_1_type,case_date_1_value,case_date_2_type,case_date_2_value,case_date_3_type,case_date_3_value,case_date_4_type,case_date_4_value,case_date_5_type,case_date_5_value,practitioners_count,practitioner_1_name,practitioner_1_role,practitioner_1_appointed_on,practitioner_1_ceased_to_act_on,practitioner_1_address,practitioner_2_name,practitioner_2_role,practitioner_2_appointed_on,practitioner_2_ceased_to_act_on,practitioner_2_address,practitioner_3_name,practitioner_3_role,practitioner_3_appointed_on,practitioner_3_ceased_to_act_on,practitioner_3_address,case_notes,all_case_types,earliest_insolvency_date,latest_insolvency_date
09064877,YORKSHIRE HEALTH NETWORK CIC,ltd,community-interest-company,active,2014-06-02,,86210,True,False,,,,,"5 Grove Park Court, Harrogate, HG1 4DP, England",,5 Grove Park Court,,Harrogate,,HG1 4DP,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13828732,SIDINGS HEALTHCARE LIMITED,ltd,,active,2022-01-05,,86210,False,False,,,,,"Sidings Healthcare Centre, The Sidings, Dewsbury, West Yorkshire, WF17 9QU, United Kingdom",,Sidings Healthcare Centre,The Sidings,Dewsbury,West Yorkshire,WF17 9QU,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08912384,FAMILY CENTRE (KIRKBY) LIMITED,ltd,,dissolved,2014-02-26,2017-06-06,74990,False,False,,,,,"9a Derby Street, Ormskirk, Lancashire, L39 2BJ",,9a Derby Street,,Ormskirk,Lancashire,L39 2BJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13968145,SPIRIT PRIMARY CARE LIMITED,ltd,,active,2022-03-10,,86210,False,False,,,,,"Spirit House, Saffron Way, Leicester, LE2 6UP, United Kingdom",,Spirit House,Saffron Way,Leicester,,LE2 6UP,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS008827,BEVAN COMMUNITY BENEFIT SOCIETY,registered-society-non-jurisdictional,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13249402,ISLAND HEALTH PRIMARY CARE LTD,ltd,,active,2021-03-08,,86210,False,False,,,,,"Island Health, 145 East Ferry Road, London, E14 3BQ, United Kingdom",,Island Health,145 East Ferry Road,London,,E14 3BQ,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10498997,PRACTICE PLUS GROUP HEALTH AND REHABILITATION SERVICES LIMITED,ltd,,active,2016-11-28,,86900,False,False,,,,,"Ground Floor, 1330 Arlington Business Park, Theale, Reading, RG7 4SA, England",,"Ground Floor, 1330 Arlington Business Park",Theale,Reading,,RG7 4SA,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14270043,LINDLEY GROUP PRACTICE LIMITED,ltd,,active,2022-08-02,,86210,False,False,,,,,"35 Westgate, Huddersfield, West Yorkshire, HD1 1PA, United Kingdom",,35 Westgate,,Huddersfield,West Yorkshire,HD1 1PA,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05232967,PRACTICE PLUS GROUP URGENT CARE LIMITED,ltd,,active,2004-09-16,,86210,False,False,,,,,"Ground Floor, 1330 Arlington Business Park, Theale, Reading, RG7 4SA, England",,"Ground Floor, 1330 Arlington Business Park",Theale,Reading,,RG7 4SA,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09933257,VOC REALISATIONS LIMITED,ltd,,administration,2015-12-31,,86210,False,True,,,,,"Ernst & Young Limited, 12 Wellington Place, Leeds, West Yorkshire, LS1 4AP",,Ernst & Young Limited,12 Wellington Place,Leeds,West Yorkshire,LS1 4AP,,1,in-administration,1,administration-started-on,2025-06-06,,,,,,,,,2,Timothy Vance,practitioner,,,"12 Wellington Place, Leeds, LS1 4AP",Samuel James Woodward,practitioner,,,"2 St Peters Square, Manchester, M2 3EY",,,,,,,in-administration,2025-06-06,2025-06-06
14505888,NEWSOME SURGERY LIMITED,ltd,,active,2022-11-25,,86210,False,False,,,,,"1 Church Lane, Newsome, Huddersfield, HD4 6JE, England",,1 Church Lane,Newsome,Huddersfield,,HD4 6JE,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14602465,BEACON HEALTH KENSINGTON LIMITED,ltd,,active,2023-01-18,,86210,False,False,,,,,"1 Hardman Street, Spinningfields, Manchester, Greater Manchester, M3 3HF, United Kingdom",,1 Hardman Street,Spinningfields,Manchester,Greater Manchester,M3 3HF,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14682252,THE MEDICAL CENTRE (DONCASTER) LIMITED,ltd,,active,2023-02-22,,86210,False,False,,,,,"The Medical Centre (Doncaster) Ltd, 2 Frances Street, Doncaster, DN1 1JS, England",,The Medical Centre (Doncaster) Ltd,2 Frances Street,Doncaster,,DN1 1JS,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14708485,ELSWICK FAMILY HEALTH LIMITED,ltd,,active,2023-03-06,,86210,False,False,,,,,"Elswick Family Practice, Meldon Street, Newcastle Upon Tyne, NE4 6SH, United Kingdom",,Elswick Family Practice,Meldon Street,Newcastle Upon Tyne,,NE4 6SH,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11477944,BROOK MEDICAL PARTNERSHIP LIMITED,ltd,,active,2018-07-23,,86210,False,False,,,,,"Brook Medical Centre, Ecton Brook Road, Northampton, NN3 5EN, United Kingdom",,Brook Medical Centre,Ecton Brook Road,Northampton,,NN3 5EN,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10365747,GREENWICH HEALTH LIMITED,ltd,,active,2016-09-08,,86210,False,False,,,,,"C/O Azets River House, 1 Maidstone Road, Sidcup, Kent, DA14 5RH, United Kingdom",,C/O Azets River House,1 Maidstone Road,Sidcup,Kent,DA14 5RH,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06719898,KINGSTON GENERAL PRACTICE CHAMBERS LIMITED,ltd,,active,2008-10-09,,86210,False,False,,,,,"4th Floor, Cl Tower, St. Georges Square, New Malden, KT3 4HG, England",,"4th Floor, Cl Tower",St. Georges Square,New Malden,,KT3 4HG,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP29958R,PRIMARY CARE 24 (MERSEYSIDE) LIMITED,registered-society-non-jurisdictional,,active,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035881,MINEHEAD MEDICAL LIMITED,ltd,,active,2022-04-08,,86210,False,False,,,,,"17-18 Leach Road Chard Business Park, Chard, Somerset, TA20 1FA, United Kingdom",,17-18 Leach Road Chard Business Park,,Chard,Somerset,TA20 1FA,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP031528,BARDOC LIMITED,registered-society-non-jurisdictional,,active,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14539276,THE JUBILEE STREET PRACTICE LTD,ltd,,active,2022-12-13,,86210,False,False,,,,,"368-374 Commercial Road, London, E1 0LS, United Kingdom",,368-374 Commercial Road,,London,,E1 0LS,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14652880,ARCHVALE CLINICAL SERVICES LTD,ltd,,active,2023-02-09,,86210,False,False,,,,,"71-75 Shelton Street, Covent Garden, London, WC2H 9JQ, United Kingdom",,71-75 Shelton Street,Covent Garden,London,,WC2H 9JQ,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09409861,BROMLEY GP ALLIANCE LIMITED,ltd,,active,2015-01-28,,74909,False,False,,,,,"Kelsey Park Farmhouse, 379 Croydon Road, Beckenham, BR3 3QL, England",,Kelsey Park Farmhouse,379 Croydon Road,Beckenham,,BR3 3QL,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07598573,EVERGREEN SURGERY LIMITED,ltd,,active,2011-04-11,,86210,False,False,,,,,"Ramsay Brown Llp The Brentano Suite, Solar House, 915 High Road, North Finchley, London, N12 8QJ, United Kingdom",,Ramsay Brown Llp The Brentano Suite,"Solar House, 915 High Road",North Finchley,London,N12 8QJ,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08326632,STAFFORDSHIRE DOCTORS URGENT CARE LIMITED,ltd,,dissolved,2012-12-11,2026-04-14,86210,False,False,,,,,"Onyx 12 Little Park Farm Road, Segensworth Roundabout, West, Fareham, PO15 5TD, United Kingdom",,Onyx 12 Little Park Farm Road,"Segensworth Roundabout, West",Fareham,,PO15 5TD,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09024189,HEARTBEAT PRIMARY CARE COMMUNITY INTEREST COMPANY,ltd,community-interest-company,active,2014-05-06,,86210,True,False,,,,,"Evolution Centre County Business Park, Darlington Road, Northallerton, DL6 2NQ, England",,Evolution Centre County Business Park,Darlington Road,Northallerton,,DL6 2NQ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IP29827R,EAST BERKSHIRE PRIMARY CARE OUT OF HOURS SERVICES LIMITED,registered-society-non-jurisdictional,,active,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00631336,BUPA OCCUPATIONAL HEALTH LIMITED,ltd,,active,1959-06-29,,86900,False,False,,,,,"1 Angel Court, London, EC2R 7HJ, United Kingdom",,1 Angel Court,,London,,EC2R 7HJ,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10448098,BARNSLEY HEALTHCARE FEDERATION CIC,ltd,community-interest-company,active,2016-10-26,,86220,True,False,,,,,"Bhf Priory Centre, Pontefract Road, Barnsley, S71 5PN, England",,Bhf Priory Centre,Pontefract Road,Barnsley,,S71 5PN,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08926168,IMPROVING HEALTH LIMITED,ltd,,active,2014-03-06,,86210,False,False,,,,,"Ramsay House, Rbp, 18 Vera Avenue, London, Greater London, N21 1RA, England",,"Ramsay House, Rbp",18 Vera Avenue,London,Greater London,N21 1RA,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12595771,NEMS COMMUNITY BENEFIT SERVICES LIMITED,private-limited-guarant-nsc,,active,2020-05-11,,86210,False,False,,,,,"Forward House, Station Street, Nottingham, NG2 3AJ, England",,Forward House,Station Street,Nottingham,,NG2 3AJ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15017129,THE BOUNCES ROAD SURGERY LTD,ltd,,active,2023-07-20,,86210,False,False,,,,,"Unit 4, Stirling Court Yard, Stirling Way, Borehamwood, WD6 2FX, England",,"Unit 4, Stirling Court Yard",Stirling Way,Borehamwood,,WD6 2FX,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06025335,GBH REALISATIONS LIMITED,ltd,,administration,2006-12-12,,86210,False,True,,,,,"Ernst & Young Llp, 12 Wellington Place, Leeds, LS1 4AP",,Ernst & Young Llp,12 Wellington Place,Leeds,,LS1 4AP,,1,in-administration,1,administration-started-on,2025-06-06,,,,,,,,,2,Timothy Vance,practitioner,,,"12 Wellington Place, Leeds, LS1 4AP",Samuel James Woodward,practitioner,,,"2 St Peters Square, Manchester, M2 3EY",,,,,,,in-administration,2025-06-06,2025-06-06
11250872,LEEDS GENERAL PRACTICE CONFEDERATION LIMITED,ltd,,active,2018-03-12,,86210,False,False,,,,,"Building 3 White Rose Park, Milshaw Park Lane, Leeds, West Yorkshire, LS11 0DL",,Building 3 White Rose Park,Milshaw Park Lane,Leeds,West Yorkshire,LS11 0DL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06293176,HBG LIMITED,ltd,,active,2007-06-26,,82990; 86210; 86900,False,False,,,,,"Gale Farm Surgery 109-119 Front Street, Acomb, York, North Yorkshire, YO24 3BU",,Gale Farm Surgery 109-119 Front Street,Acomb,York,North Yorkshire,YO24 3BU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09765871,LUCIE WEDGWOOD SURGERY LIMITED,ltd,,active,2015-09-07,,82990,False,False,,,,,"Chapel Lane, Burslem, Stoke On Trent, ST6 2AB, England",,Chapel Lane,Burslem,Stoke On Trent,,ST6 2AB,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14828623,ASHTON MEDICAL GROUP LTD,ltd,,active,2023-04-26,,86210,False,False,,,,,"1 Hardman Street, Spinningfields, Manchester, Greater Manchester, M3 3HF, United Kingdom",,1 Hardman Street,Spinningfields,Manchester,Greater Manchester,M3 3HF,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12062003,STOCKTON HEATH MEDICAL SERVICES LIMITED,ltd,,active,2019-06-20,,86900,False,False,,,,,"1 Hardman Street, Spinningfields, Manchester, Greater Manchester, M3 3HF, United Kingdom",,1 Hardman Street,Spinningfields,Manchester,Greater Manchester,M3 3HF,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14661399,MMN & R LIMITED,ltd,,active,2023-02-14,,86210,False,False,,,,,"176-178 Pontefract Road, Cudworth, Barnsley, South Yorkshire, S72 8BE, England",,176-178 Pontefract Road,Cudworth,Barnsley,South Yorkshire,S72 8BE,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06069186,DANUM MEDICAL SERVICES LIMITED,ltd,,dissolved,2007-01-26,2025-07-03,86210; 86220,False,True,,,,,"Suite E10 Josephs Well, Westgate, Leeds, LS3 1AB",,Suite E10 Josephs Well,,Westgate,Leeds,LS3 1AB,,2,creditors-voluntary-liquidation,2,wound-up-on,2017-02-16,dissolved-on,2025-07-03,,,,,,,4,Gareth James Lewis,proposed-liquidator,2017-02-16,,"Suite E12 Josephs Well, Westgate, Leeds, West Yorkshire, LS3 1AB",Andrew Timothy Clay,proposed-liquidator,2017-02-16,,"12 Granby Road, Harrogate, North Yorkshire, HG1 4ST",Gareth James Lewis,practitioner,2017-02-16,,"Suite E12 Josephs Well, Westgate, Leeds, West Yorkshire, LS3 1AB",,in-administration; creditors-voluntary-liquidation,2016-03-14,2025-07-03
07545386,LANTERN HEALTH CIC,ltd,community-interest-company,active,2011-02-28,,86210,True,False,,,,,"Lynwood House, 373-375 Station Road, Harrow, Middlesex, HA1 2AW, United Kingdom",,Lynwood House,373-375 Station Road,Harrow,Middlesex,HA1 2AW,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04133508,GREAT BRIDGE PARTNERSHIPS FOR HEALTH LIMITED,ltd,,active,2000-12-29,,86210,False,False,,,,,"78 Birmingham Street, Oldbury, West Midlands, B69 4EB, England",,78 Birmingham Street,,Oldbury,West Midlands,B69 4EB,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05720179,ACCESS HEALTH CARE LTD,private-limited-guarant-nsc,,dissolved,2006-02-23,2025-12-02,86210,False,True,,,,,"Brook House Winslade Park, Clyst St. Mary, Exeter, EX5 1GD",,Brook House Winslade Park,Clyst St. Mary,Exeter,,EX5 1GD,,1,members-voluntary-liquidation,1,due-to-be-dissolved-on,2025-12-02,wound-up-on,2024-08-29,,,,,,,2,Malcolm Rhodes,practitioner,2024-08-29,,"2nd Floor Stratus House Emperor Way, Exeter Business Park, Exeter, Devon, EX1 3QS",Luke Venner,practitioner,2024-08-29,,"2nd Floor Stratus House Emperor Way, Exeter Business Park, Exeter, Devon, EX1 3QS",,,,,,,members-voluntary-liquidation,2024-08-29,2025-12-02
09490005,WILLOWS GROUP LTD,ltd,,active,2015-03-14,,86210,False,False,,,,,"184 Coleman Road, Leicester, LE5 4LJ, England",,184 Coleman Road,,Leicester,,LE5 4LJ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09989015,SOUTHPORT AND FORMBY HEALTH LIMITED,ltd,,active,2016-02-05,,86210,False,False,,,,,"3 Wight Moss Way, Southport, PR8 4HQ, England",,3 Wight Moss Way,,Southport,,PR8 4HQ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09160199,EK HEALTH CARE LTD,ltd,,active,2014-08-04,,68209; 86210,False,False,,,,,"501 Middleton Road, Chadderton, Oldham, OL9 9LY, England",,501 Middleton Road,Chadderton,Oldham,,OL9 9LY,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14493595,TPC GROUP LIMITED,ltd,,active,2022-11-18,,86101; 86900,False,False,,,,,"98 Harley Street, London, W1G 7HZ, United Kingdom",,98 Harley Street,,London,,W1G 7HZ,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09338748,SOUTH WARWICKSHIRE GP LIMITED,ltd,,active,2014-12-03,,82990,False,False,,,,,"Ballards Llp 11c Kingswood Road, Hampton Lovett, Droitwich Spa, Worcestershire, WR9 0QH, England",,Ballards Llp 11c Kingswood Road,Hampton Lovett,Droitwich Spa,Worcestershire,WR9 0QH,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15462345,PARKVIEW SURGERY LIMITED,ltd,,active,2024-02-02,,86210,False,False,,,,,"1 Hardman Street, Spinningfields, Manchester, Greater Manchester, M3 3HF, United Kingdom",,1 Hardman Street,Spinningfields,Manchester,Greater Manchester,M3 3HF,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07320006,PROVIDE COMMUNITY INTEREST COMPANY,ltd,community-interest-company,active,2010-07-20,,86900,True,False,,,,,"900 The Crescent, Colchester Business Park, Colchester, Essex, CO4 9YQ",,900 The Crescent,Colchester Business Park,Colchester,Essex,CO4 9YQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09085732,COVENTRY AND RUGBY GP ALLIANCE LIMITED,ltd,,active,2014-06-13,,86210; 86220,False,False,,,,,"The Boiler House Electric Wharf, Sandy Lane, Coventry, West Midlands, CV1 4JU, England",,The Boiler House Electric Wharf,Sandy Lane,Coventry,West Midlands,CV1 4JU,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06400870,NEMS HEALTHCARE LIMITED,ltd,,dissolved,2007-10-16,2026-01-10,86210,False,True,,,,,"Wilson Field Limited The Manor House, 260 Ecclesall Road South, Sheffield, South Yorkshire, S11 9PS",,Wilson Field Limited The Manor House,260 Ecclesall Road South,Sheffield,South Yorkshire,S11 9PS,,1,members-voluntary-liquidation,1,wound-up-on,2024-03-28,dissolved-on,2026-01-10,,,,,,,2,Fiona Grant,practitioner,2024-03-28,,"The Manor House, 260 Ecclesall Road South, Sheffield, S11 9PS",Emma Dowd,practitioner,2024-03-28,,"The Manor House   260 Ecclesall Road South, Sheffield, South Yorkshire, S11 9PS",,,,,,,members-voluntary-liquidation,2024-03-28,2026-01-10
07317036,INCLUSION HEALTHCARE SOCIAL ENTERPRISE CIC,ltd,community-interest-company,active,2010-07-16,,86210; 86900,True,False,,,,,"Charles Berry House, 45 East Bond Street, Leicester, Leicestershire, LE1 4SX",,Charles Berry House,45 East Bond Street,Leicester,Leicestershire,LE1 4SX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09385457,BEXLEY HEALTH NEIGHBOURHOOD CARE C.I.C.,ltd,community-interest-company,active,2015-01-13,,86900,True,False,,,,,"Henwood House, Henwood, Ashford, Kent, TN24 8DH, United Kingdom",,Henwood House,Henwood,Ashford,Kent,TN24 8DH,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08694165,SW HEALTHCARE LIMITED,ltd,,active,2013-09-17,,86900,False,False,,,,,"38 Kenilworth Close, Redditch, B97 5JX, England",,38 Kenilworth Close,,Redditch,,B97 5JX,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04103810,MCLAREN PERRY LIMITED,ltd,,liquidation,2000-11-08,,70229,False,True,,,,,"Recovery House, Hainault Business Park, 15-17 Roebuck Road, Ilford, Essex, IG6 3TU",,"Recovery House, Hainault Business Park",15-17 Roebuck Road,Ilford,Essex,IG6 3TU,,1,members-voluntary-liquidation,1,wound-up-on,2021-09-03,declaration-solvent-on,2021-09-02,,,,,,,1,Alan John Clark,practitioner,2021-09-03,,"Carter Clark Recovery House, 15-17 Roebuck Road, Hainault Business Park, Ilford, Essex, IG6 3TU",,,,,,,,,,,,members-voluntary-liquidation,2021-09-02,2021-09-03
06584530,CAMDEN HEALTH PARTNERS LIMITED,ltd,,active,2008-05-06,,86210,False,False,,,,,"Ramsay Brown Llp The Brentano Suite, Solar House, 915 High Road, North Finchley, London, N12 8QJ, United Kingdom",,Ramsay Brown Llp The Brentano Suite,"Solar House, 915 High Road",North Finchley,London,N12 8QJ,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09039776,SUNDERLAND GP ALLIANCE LIMITED,ltd,,active,2014-05-14,,86210,False,False,,,,,"Second Floor Business & Innovation Centre, Wearfield, Sunderland, SR5 2TA, United Kingdom",,Second Floor Business & Innovation Centre,Wearfield,Sunderland,,SR5 2TA,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05401818,GOTODOC LIMITED,private-limited-guarant-nsc,,active,2005-03-23,,86900,False,False,,,,,"New Century House Progress Way, Denton, Manchester, M34 2GP, England",,New Century House Progress Way,Denton,Manchester,,M34 2GP,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06864333,COMMUNITY BASED CARE LIMITED,ltd,,dissolved,2009-03-31,2022-07-12,86210,False,False,,,,,"Unit 7 Queens Park, Team Valley Trading Estate, Gateshead, NE11 0QD, England",,Unit 7 Queens Park,Team Valley Trading Estate,Gateshead,,NE11 0QD,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07572335,BEVAN HEALTHCARE C.I.C.,ltd,community-interest-company,dissolved,2011-03-21,2025-06-03,86210,True,False,,,,,"14 Piccadilly, Bradford, West Yorkshire, BD1 3LS, England",,14 Piccadilly,,Bradford,West Yorkshire,BD1 3LS,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09233500,UNIVERSAL HEALTH LIMITED,ltd,,dissolved,2014-09-24,2019-02-28,86210,False,True,,,,,"4 Cyrus Way, Cygnet Park, Hampton, Peterborough, PE7 8HP, England",,4 Cyrus Way,"Cygnet Park, Hampton",Peterborough,,PE7 8HP,England,1,creditors-voluntary-liquidation,1,wound-up-on,2016-08-23,dissolved-on,2019-02-28,,,,,,,1,Michael James Gregson,practitioner,2016-08-23,,"4 Cyrus Way Cygnet Park, Hampton, Peterborough, Cambridgeshire, PE7 8HP",,,,,,,,,,,,creditors-voluntary-liquidation,2016-08-23,2019-02-28
OC376020,CHILTERN VALE HEALTH (2012) LLP,llp,,dissolved,2012-06-13,2021-03-16,,False,False,,,,,"The Stable Yard Vicarage Road, Stony Stratford, Milton Keynes, Buckinghamshire, MK11 1BN, England",,The Stable Yard Vicarage Road,Stony Stratford,Milton Keynes,Buckinghamshire,MK11 1BN,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07548602,NOTTINGHAM CITYCARE PARTNERSHIP CIC,private-limited-guarant-nsc,community-interest-company,active,2011-03-02,,86900,True,False,,,,,"Aspect House Aspect Business Park, Bennerley Road, Nottingham, NG6 8WR, England",,Aspect House Aspect Business Park,Bennerley Road,Nottingham,,NG6 8WR,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06359596,BLUE SHEET LIMITED,ltd,,liquidation,2007-09-03,,86210,False,True,,,,,"RSM UK RESTRUCTURING ADVISORY LLP, Landmark 1 St Peters Square Oxford Street, Manchester, M1 4PB",,RSM UK RESTRUCTURING ADVISORY LLP,Landmark 1 St Peters Square Oxford Street,Manchester,,M1 4PB,,1,compulsory-liquidation,1,petitioned-on,2022-09-06,wound-up-on,2022-10-19,,,,,,,4,Keith Jeffery Algie,practitioner,,,"Landmark, St Peter'S Square 1 Oxford Street, Manchester, M1 4PB",James Ashley Dowers,practitioner,,,"25 Farringdon Street, London, EC4A 4AB",The Official Receiver Or Manchester,practitioner,,,"2nd Floor, 3 Piccadilly Place London Road, Manchester, M1 3BN",,compulsory-liquidation,2022-09-06,2022-10-19
05100601,PDS(MEDICAL) LTD,ltd,,active,2004-04-13,,99999,False,False,,,,,"Newfield House, Vicarage Lane, Blackpool, Lancashire, FY4 4EW, United Kingdom",,Newfield House,Vicarage Lane,Blackpool,Lancashire,FY4 4EW,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OC326636,HCRG CARE VERTIS LLP,llp,,active,2007-03-09,,,False,False,,,,,"The Heath Business And Technical Park, Runcorn, Cheshire, WA7 4QX, United Kingdom",,The Heath Business And Technical Park,,Runcorn,Cheshire,WA7 4QX,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09651047,BARNSLEY HEALTHCARE FEDERATION (BHF) CIC,private-limited-guarant-nsc,community-interest-company,active,2015-06-22,,86210; 86220; 86900,True,False,,,,,"Oaks Park Primary Care Centre Thornton Road, Kendray, Barnsley, South Yorkshire, S70 3NE, England",,Oaks Park Primary Care Centre Thornton Road,Kendray,Barnsley,South Yorkshire,S70 3NE,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08276411,ENFIELD HEALTHCARE ALLIANCE LIMITED,ltd,,active,2012-11-01,,86210,False,False,,,,,"Ramsay Brown Llp The Brentano Suite, Solar House, 915 High Road, North Finchley, London, N12 8QJ, United Kingdom",,Ramsay Brown Llp The Brentano Suite,"Solar House, 915 High Road",North Finchley,London,N12 8QJ,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09140668,QUAY PRIMARY HEALTHCARE C.I.C.,ltd,community-interest-company,active,2014-07-21,,86210,True,False,,,,,"Unit 10-12 Guardian Point,, Guardian Street,, Warrington, Cheshire, WA5 1SJ, England",,"Unit 10-12 Guardian Point,","Guardian Street,",Warrington,Cheshire,WA5 1SJ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05526203,BRISDOC HEALTHCARE SERVICES LIMITED,ltd,,active,2005-08-03,,86210,False,False,,,,,"C/O Bishop Fleming Llp, 10 Temple Back, Bristol, BS1 6FL, United Kingdom",,C/O Bishop Fleming Llp,10 Temple Back,Bristol,,BS1 6FL,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08778124,SSP HEALTH PRIMARY CARE LIMITED,ltd,,active,2013-11-15,,86210,False,False,,,,,"3rd Floor Waterside House, Waterside Drive, Wigan, WN3 5AZ, England",,3rd Floor Waterside House,Waterside Drive,Wigan,,WN3 5AZ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09117198,BENTLEY MEDICAL PRACTICE LIMITED,ltd,,active,2014-07-04,,86210,False,False,,,,,"Bentley Medical Practice Redcar Primary Care Hospital, West Dyke Road, Redcar, TS10 4NW",,Bentley Medical Practice Redcar Primary Care Hospital,West Dyke Road,Redcar,,TS10 4NW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07275637,MEDWAY COMMUNITY HEALTHCARE C.I.C.,ltd,community-interest-company,active,2010-06-07,,86900,True,False,,,,,"Mch House Bailey Drive, Gillingham Business Park, Gillingham, Kent, ME8 0PZ, United Kingdom",,Mch House Bailey Drive,Gillingham Business Park,Gillingham,Kent,ME8 0PZ,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
